Arestas na MST:
3871 - 3629: 4
1718 - 1717: 4
4109 - 4108: 4
1743 - 1742: 4
4719 - 1670: 4
2674 - 2165: 4
9252 - 2553: 4
4468 - 8093: 4
3154 - 9075: 4
8233 - 8234: 4
9850 - 3822: 4
9422 - 9423: 4
1806 - 6437: 4
2808 - 8566: 4
3014 - 1847: 4
2947 - 2946: 4
8341 - 5951: 4
9685 - 5198: 4
6427 - 1479: 4
8583 - 1222: 4
4128 - 4129: 4
4139 - 4140: 4
3768 - 7601: 4
9541 - 1840: 4
8845 - 8846: 4
5466 - 3097: 4
728 - 1403: 4
7496 - 3490: 4
6342 - 8335: 4
6945 - 1702: 4
6951 - 2021: 4
7633 - 7632: 4
367 - 8662: 4
2674 - 2673: 4
9220 - 2585: 4
5219 - 5220: 4
1482 - 981: 4
4594 - 990: 4
2813 - 840: 4
2496 - 8373: 4
4368 - 5700: 4
4156 - 4155: 4
34 - 4204: 4
9734 - 9735: 4
5489 - 768: 4
3688 - 1463: 4
8394 - 8393: 4
881 - 223: 4
6397 - 2654: 4
1908 - 8409: 4
7684 - 9105: 4
3070 - 9473: 4
5270 - 1897: 4
9007 - 8384: 4
4718 - 9346: 4
9601 - 9602: 4
2298 - 4444: 4
7955 - 1825: 4
3362 - 3363: 4
4441 - 4442: 4
3421 - 371: 4
2745 - 2746: 4
1514 - 9: 4
8341 - 8340: 4
4339 - 9398: 4
6593 - 9235: 4
2697 - 6916: 4
3785 - 3465: 4
7219 - 6122: 4
3035 - 2377: 4
5428 - 5429: 4
7479 - 7418: 4
3413 - 6105: 4
9379 - 1127: 4
4969 - 4968: 4
1579 - 1580: 4
291 - 6864: 4
3915 - 225: 4
1020 - 3595: 4
8398 - 5868: 4
1605 - 6882: 4
2342 - 2343: 4
6344 - 8141: 4
7997 - 6273: 4
9565 - 9566: 4
700 - 3298: 4
1685 - 1684: 4
4965 - 5562: 4
9218 - 5268: 4
6674 - 8857: 4
4432 - 9112: 4
3950 - 7482: 4
745 - 3653: 4
8869 - 9829: 4
2319 - 5617: 4
7477 - 7476: 4
2715 - 7506: 4
5781 - 9813: 4
8429 - 8428: 4
6238 - 8209: 4
8423 - 8422: 4
5517 - 734: 4
1672 - 1036: 4
858 - 4802: 4
7496 - 6278: 4
7438 - 8363: 4
8693 - 1093: 4
1303 - 308: 4
9176 - 9175: 4
3438 - 9257: 4
2512 - 9175: 4
5142 - 5143: 4
3780 - 3779: 4
8132 - 9077: 4
343 - 6764: 4
8842 - 4432: 4
8951 - 4271: 4
7404 - 718: 4
5033 - 5032: 4
1681 - 2874: 4
3608 - 7808: 4
8629 - 8630: 4
29 - 1812: 4
2122 - 2121: 4
2087 - 2086: 4
1834 - 6996: 4
9488 - 2301: 4
8715 - 8714: 4
250 - 64: 4
9202 - 9201: 4
9265 - 8167: 4
7929 - 7930: 4
8162 - 4054: 4
5722 - 5721: 4
4230 - 4698: 4
4848 - 1213: 4
725 - 4961: 4
1281 - 2859: 4
5577 - 5666: 4
7498 - 9883: 4
8167 - 8166: 4
8164 - 4859: 4
6640 - 7689: 4
4295 - 3181: 4
9874 - 561: 4
841 - 4736: 4
6171 - 1098: 4
8655 - 8654: 4
1561 - 2475: 4
1184 - 9995: 4
4102 - 3352: 4
3632 - 3633: 4
7238 - 8948: 4
8885 - 7919: 4
1016 - 197: 4
5800 - 4821: 4
3281 - 5620: 4
3990 - 2671: 4
1755 - 8737: 4
3921 - 3784: 4
3183 - 3184: 4
3186 - 3187: 4
2074 - 7301: 4
2163 - 2164: 4
8098 - 9525: 4
1312 - 7697: 4
5509 - 4061: 4
3310 - 1050: 4
3684 - 3683: 4
3571 - 3570: 4
5357 - 7621: 4
8098 - 8099: 4
1988 - 8128: 4
4837 - 8209: 4
7510 - 5668: 4
2236 - 1790: 4
7872 - 7873: 4
3772 - 9076: 4
2958 - 6227: 4
8222 - 8221: 4
6664 - 2238: 4
1146 - 6293: 4
9372 - 9373: 4
6245 - 9090: 4
5240 - 4843: 4
9884 - 6389: 4
2977 - 1982: 4
4720 - 7289: 4
1635 - 9168: 4
2608 - 2609: 4
3079 - 6292: 4
9747 - 2136: 4
7887 - 2175: 4
4025 - 4026: 4
7074 - 1601: 4
2527 - 3137: 4
9215 - 3047: 4
5182 - 6000: 4
4406 - 7270: 4
3461 - 3460: 4
3092 - 9818: 4
3856 - 1004: 4
1500 - 407: 4
5877 - 5878: 4
3299 - 3726: 4
4365 - 1934: 4
9388 - 9387: 4
1471 - 2870: 4
7451 - 2989: 4
4253 - 1695: 4
6745 - 8852: 4
2082 - 8415: 4
9914 - 7959: 4
9240 - 9239: 4
5538 - 5537: 4
5985 - 2318: 4
4843 - 5228: 4
3912 - 3913: 4
8445 - 9146: 4
2073 - 5780: 4
8780 - 4476: 4
7782 - 7783: 4
2044 - 2045: 4
727 - 351: 4
9630 - 7286: 4
8838 - 395: 4
2002 - 2001: 4
3806 - 6405: 4
9498 - 8575: 4
7910 - 1085: 4
5201 - 6080: 4
6398 - 3862: 4
9292 - 9293: 4
4686 - 4685: 4
2875 - 4412: 4
9161 - 5900: 4
3920 - 3919: 4
2723 - 7846: 4
9857 - 4506: 4
252 - 1474: 4
1021 - 1020: 4
1392 - 1393: 4
643 - 9506: 4
8876 - 1255: 4
6119 - 1293: 4
213 - 214: 4
148 - 149: 4
664 - 6114: 4
7236 - 7237: 4
7951 - 9117: 4
7370 - 7371: 4
2571 - 7250: 4
7402 - 7403: 4
7215 - 8927: 4
6033 - 8439: 4
2795 - 7635: 4
407 - 406: 4
5115 - 9505: 4
2147 - 3119: 4
8194 - 9459: 4
6892 - 4539: 4
6951 - 6952: 4
814 - 815: 4
909 - 7098: 4
907 - 908: 4
1760 - 9940: 4
2016 - 9061: 4
3730 - 3623: 4
1922 - 6159: 4
3162 - 8289: 4
6342 - 6341: 4
1505 - 1506: 4
217 - 218: 4
5701 - 1432: 4
1329 - 8720: 4
7316 - 7315: 4
3597 - 7378: 4
1119 - 7815: 4
839 - 838: 4
9224 - 8213: 4
3964 - 4289: 4
3404 - 9394: 4
2658 - 5526: 4
5764 - 2856: 4
1958 - 4866: 4
262 - 261: 4
3120 - 9471: 4
7614 - 9981: 4
6338 - 2249: 4
8238 - 4311: 4
6311 - 6517: 4
9252 - 8715: 4
1055 - 738: 4
5084 - 6133: 4
7073 - 7562: 4
8030 - 2043: 4
977 - 976: 4
6175 - 5296: 4
3382 - 6162: 4
9494 - 1408: 4
2058 - 1392: 4
1717 - 4231: 4
1129 - 1128: 4
4426 - 1132: 4
597 - 598: 4
6363 - 6364: 4
4295 - 6198: 4
1792 - 1582: 4
5183 - 5319: 4
2429 - 8623: 4
1197 - 1196: 4
6119 - 1435: 4
6759 - 6760: 4
1449 - 1448: 4
1423 - 6616: 4
6648 - 3225: 4
3008 - 55: 4
1817 - 9830: 4
286 - 3904: 4
3403 - 5206: 4
817 - 1692: 4
9183 - 1977: 4
4549 - 2104: 4
294 - 1537: 4
7273 - 472: 4
5228 - 5873: 4
4795 - 5866: 4
1170 - 1169: 4
2329 - 3695: 4
4591 - 2548: 4
7776 - 1194: 4
5676 - 4794: 4
473 - 1833: 4
7122 - 3048: 4
4317 - 8127: 4
6256 - 6257: 4
3618 - 8120: 4
7139 - 7138: 4
183 - 8599: 4
3255 - 396: 4
8341 - 3781: 4
313 - 2633: 4
5015 - 8931: 4
7265 - 7264: 4
2690 - 6441: 4
8401 - 2220: 4
2299 - 2605: 4
1396 - 5160: 4
2769 - 4007: 4
2510 - 2297: 4
9869 - 9951: 4
1075 - 1076: 4
346 - 1457: 4
4729 - 8207: 4
1422 - 1421: 4
8992 - 1204: 4
994 - 1619: 4
6728 - 6729: 4
3797 - 4414: 4
7076 - 9060: 4
7920 - 4483: 4
1510 - 1511: 4
6073 - 5827: 5
4519 - 8609: 5
9860 - 4426: 5
7587 - 6646: 5
574 - 5896: 5
3898 - 3899: 5
9714 - 9353: 5
191 - 192: 5
288 - 289: 5
5478 - 3938: 5
902 - 903: 5
3822 - 3823: 5
7844 - 2707: 5
7336 - 9545: 5
3981 - 3982: 5
679 - 5967: 5
5204 - 5205: 5
981 - 1079: 5
4994 - 113: 5
4248 - 7092: 5
6522 - 9985: 5
2190 - 762: 5
5732 - 5731: 5
9304 - 9303: 5
4602 - 7438: 5
9715 - 3132: 5
6352 - 3565: 5
7733 - 6440: 5
2577 - 3770: 5
528 - 906: 5
5640 - 1251: 5
7592 - 6856: 5
4999 - 6362: 5
664 - 4179: 5
1928 - 8285: 5
6657 - 1236: 5
3518 - 7021: 5
2402 - 2401: 5
8062 - 8061: 5
5873 - 1757: 5
2233 - 3357: 5
8639 - 6379: 5
5962 - 5961: 5
3441 - 4449: 5
6376 - 6498: 5
4277 - 2097: 5
9647 - 7454: 5
8709 - 5278: 5
9263 - 9262: 5
2697 - 6110: 5
4077 - 5939: 5
8694 - 3290: 5
9546 - 1737: 5
512 - 1795: 5
8087 - 8086: 5
9218 - 9219: 5
5029 - 5028: 5
4412 - 1539: 5
7645 - 9297: 5
576 - 577: 5
4297 - 6876: 5
3165 - 3017: 5
8941 - 3705: 5
7461 - 7723: 5
5956 - 5955: 5
1890 - 4368: 5
7694 - 7695: 5
616 - 9333: 5
301 - 2343: 5
7844 - 4899: 5
8323 - 9823: 5
6770 - 7471: 5
1178 - 3230: 5
8116 - 8560: 5
4243 - 1190: 5
987 - 1388: 5
6499 - 6498: 5
3293 - 3292: 5
8627 - 8080: 5
3505 - 3504: 5
5008 - 3637: 5
395 - 1164: 5
787 - 786: 5
4577 - 5114: 5
3204 - 8167: 5
2235 - 3755: 5
7821 - 7822: 5
4801 - 4802: 5
290 - 3568: 5
82 - 9378: 5
431 - 315: 5
8952 - 8951: 5
4486 - 5854: 5
306 - 124: 5
9594 - 6752: 5
5503 - 8096: 5
8556 - 9804: 5
1850 - 112: 5
1445 - 5832: 5
3282 - 3283: 5
2273 - 2272: 5
836 - 6835: 5
3511 - 6194: 5
6880 - 8881: 5
9480 - 2179: 5
5846 - 7834: 5
8746 - 341: 5
5623 - 4761: 5
9253 - 2818: 5
9795 - 7020: 5
7564 - 393: 5
3120 - 2049: 5
205 - 502: 5
1801 - 8408: 5
6613 - 1890: 5
3574 - 1314: 5
4172 - 4007: 5
7647 - 1284: 5
741 - 742: 5
7806 - 7376: 5
7855 - 7856: 5
6272 - 6273: 5
8476 - 6832: 5
8089 - 7701: 5
5537 - 3913: 5
3367 - 3368: 5
7493 - 6800: 5
7261 - 7262: 5
4842 - 1779: 5
2655 - 7506: 5
1351 - 1350: 5
9129 - 9128: 5
8841 - 1809: 5
3135 - 3136: 5
7681 - 3025: 5
3881 - 4046: 5
1414 - 3113: 5
5156 - 3661: 5
7038 - 4053: 5
5814 - 4896: 5
4549 - 8156: 5
4706 - 6009: 5
364 - 526: 5
68 - 8115: 5
3713 - 3712: 5
3569 - 6683: 5
8819 - 7562: 5
3456 - 2108: 5
6540 - 9050: 5
882 - 2694: 5
6417 - 1182: 5
1970 - 1971: 5
7270 - 9868: 5
6522 - 6521: 5
9844 - 9845: 5
3656 - 5058: 5
6031 - 6847: 5
7210 - 5062: 5
3132 - 3133: 5
5031 - 311: 5
4090 - 7646: 5
7234 - 7233: 5
5544 - 7508: 5
7174 - 7863: 5
5214 - 9748: 5
8084 - 2869: 5
848 - 9957: 5
5480 - 515: 5
8555 - 3329: 5
6787 - 6788: 5
2274 - 8613: 5
2871 - 8427: 5
8645 - 5666: 5
6195 - 6194: 5
2208 - 6812: 5
1617 - 8640: 5
3157 - 3158: 5
4803 - 5266: 5
4581 - 5211: 5
854 - 853: 5
1338 - 1337: 5
3682 - 3681: 5
7780 - 7781: 5
5206 - 4785: 5
5243 - 3667: 5
1808 - 8727: 5
9514 - 3828: 5
3428 - 6088: 5
2525 - 8660: 5
171 - 172: 5
1899 - 9455: 5
7084 - 7085: 5
3189 - 2557: 5
1487 - 1486: 5
3512 - 4399: 5
4309 - 4308: 5
469 - 4875: 5
1656 - 1657: 5
3077 - 6865: 5
8216 - 8215: 5
5077 - 7537: 5
5952 - 3573: 5
170 - 6156: 5
1113 - 1114: 5
1968 - 842: 5
496 - 7724: 5
394 - 393: 5
6104 - 6105: 5
4923 - 4924: 5
388 - 389: 5
1032 - 1031: 5
9697 - 1082: 5
2777 - 2778: 5
4334 - 4333: 5
984 - 590: 5
3791 - 869: 5
4323 - 4322: 5
5252 - 5251: 5
3114 - 9909: 5
9360 - 2612: 5
7481 - 7482: 5
9564 - 9563: 5
6904 - 1179: 5
7936 - 3910: 5
1565 - 7974: 5
9269 - 2516: 5
9225 - 6422: 5
8744 - 867: 5
3246 - 2199: 5
2553 - 2552: 5
582 - 4738: 5
5538 - 7583: 5
2683 - 2961: 5
3049 - 5725: 5
4628 - 2873: 5
979 - 978: 5
4983 - 4984: 5
7105 - 2993: 5
139 - 138: 5
5641 - 6946: 5
2784 - 3670: 5
1674 - 3950: 5
1290 - 6546: 5
4913 - 4647: 5
2833 - 2834: 5
8381 - 8382: 5
2836 - 2837: 5
4979 - 4980: 5
1691 - 1692: 5
4887 - 5579: 5
4382 - 2488: 5
8156 - 999: 5
8235 - 8104: 5
7255 - 5471: 5
1072 - 1071: 5
3646 - 8966: 5
296 - 2164: 5
230 - 6608: 5
4592 - 6148: 5
2437 - 9208: 5
5209 - 3352: 5
7664 - 8445: 5
2750 - 9016: 5
3798 - 3526: 5
2996 - 937: 5
1906 - 9354: 5
6405 - 7766: 5
746 - 1812: 5
7665 - 8090: 5
1124 - 1768: 5
7016 - 1340: 5
2015 - 8706: 5
9692 - 9691: 5
8820 - 1030: 5
5938 - 151: 5
54 - 9061: 5
333 - 332: 5
2471 - 3048: 5
7985 - 4151: 5
5442 - 9357: 5
4458 - 4457: 5
3981 - 3581: 5
4455 - 4454: 5
9706 - 3585: 5
2239 - 8364: 5
81 - 7202: 5
2786 - 3288: 5
7205 - 7712: 5
2240 - 956: 5
421 - 9403: 5
4930 - 4929: 5
6329 - 6330: 5
4321 - 8999: 5
2746 - 7135: 5
6371 - 9526: 5
3984 - 2580: 5
381 - 382: 5
1272 - 6239: 5
8249 - 2787: 5
8262 - 8263: 5
5764 - 8866: 5
1593 - 4385: 5
4397 - 4396: 5
2071 - 3848: 5
9870 - 801: 5
5804 - 5803: 5
3672 - 1595: 5
8275 - 8276: 5
201 - 9677: 5
2236 - 6561: 5
1599 - 1600: 5
7346 - 2350: 5
8270 - 5047: 5
8679 - 7159: 5
7968 - 4086: 5
5357 - 5356: 5
8516 - 3482: 5
2707 - 4970: 5
5725 - 8810: 5
2574 - 9049: 5
1496 - 7997: 5
9199 - 7543: 5
5758 - 5757: 5
1166 - 7532: 5
8866 - 4716: 5
8784 - 1667: 5
3701 - 4158: 5
7315 - 4088: 5
9498 - 6272: 5
2051 - 488: 5
1756 - 1757: 5
9164 - 1749: 5
4307 - 2599: 5
3163 - 8928: 5
3992 - 6400: 5
2971 - 2972: 5
8280 - 7002: 5
186 - 524: 5
7740 - 2141: 5
9778 - 9779: 5
6166 - 9974: 5
8839 - 5656: 5
7605 - 9020: 5
1747 - 2994: 5
6023 - 3702: 5
2605 - 4205: 5
9379 - 9380: 5
7597 - 7598: 5
8483 - 8484: 5
7619 - 7620: 5
1838 - 1238: 5
6425 - 1011: 5
1637 - 6702: 5
8153 - 8152: 5
81 - 2245: 5
7513 - 7512: 5
6995 - 542: 5
5291 - 5290: 5
4168 - 4169: 5
2866 - 5426: 5
5812 - 9765: 5
2888 - 2889: 5
2494 - 2141: 5
7519 - 7518: 5
1445 - 1444: 5
9115 - 8250: 5
5228 - 5229: 5
5528 - 8904: 5
7911 - 3360: 5
9970 - 4987: 5
8123 - 8122: 6
931 - 7779: 6
8789 - 8788: 6
6704 - 3403: 6
8799 - 8800: 6
5332 - 1234: 6
31 - 8982: 6
526 - 7267: 6
3321 - 1156: 6
6972 - 9599: 6
8134 - 8135: 6
5703 - 7866: 6
8913 - 3786: 6
9648 - 3425: 6
3925 - 2076: 6
5897 - 7964: 6
8426 - 6553: 6
7791 - 1286: 6
3125 - 3126: 6
2943 - 2942: 6
5871 - 386: 6
7588 - 5344: 6
3311 - 3310: 6
5723 - 7084: 6
4955 - 3857: 6
5395 - 5657: 6
694 - 4261: 6
6474 - 6475: 6
9594 - 5569: 6
2924 - 2923: 6
6448 - 6447: 6
5589 - 2950: 6
6111 - 6112: 6
8530 - 8531: 6
8529 - 8528: 6
9108 - 5687: 6
3423 - 1187: 6
6679 - 9322: 6
89 - 90: 6
9555 - 9903: 6
4033 - 8986: 6
6987 - 6988: 6
4755 - 4756: 6
5125 - 1964: 6
3387 - 3386: 6
105 - 3795: 6
2205 - 2206: 6
5808 - 5807: 6
2669 - 2670: 6
2405 - 864: 6
5169 - 4265: 6
1921 - 7871: 6
1 - 8145: 6
938 - 5532: 6
397 - 168: 6
8830 - 4240: 6
8106 - 7499: 6
4869 - 4870: 6
2008 - 2100: 6
2998 - 2997: 6
4304 - 4435: 6
4188 - 1628: 6
4082 - 1397: 6
3398 - 3397: 6
7081 - 9476: 6
2885 - 7526: 6
1568 - 6802: 6
1164 - 2549: 6
7840 - 1336: 6
2585 - 2027: 6
4239 - 1932: 6
8111 - 7873: 6
1761 - 1169: 6
3280 - 6201: 6
2592 - 4221: 6
2582 - 6793: 6
5220 - 6797: 6
3779 - 7085: 6
7329 - 4810: 6
6588 - 8835: 6
9034 - 7907: 6
554 - 6912: 6
9859 - 2811: 6
2800 - 9708: 6
8639 - 8638: 6
5532 - 6296: 6
6417 - 2513: 6
7053 - 7052: 6
9019 - 6039: 6
5572 - 2345: 6
4401 - 7636: 6
1369 - 9722: 6
4619 - 6055: 6
8795 - 8069: 6
7078 - 354: 6
7995 - 863: 6
5173 - 9643: 6
1206 - 1133: 6
2418 - 5097: 6
4769 - 6341: 6
9065 - 6494: 6
7401 - 2075: 6
5773 - 4304: 6
3086 - 3087: 6
5573 - 8383: 6
2845 - 5177: 6
3399 - 9813: 6
8463 - 8462: 6
8052 - 968: 6
5336 - 5337: 6
8020 - 8021: 6
2848 - 2803: 6
2807 - 2808: 6
9756 - 1054: 6
8014 - 8013: 6
9982 - 8466: 6
7543 - 9689: 6
3095 - 3096: 6
3147 - 3148: 6
3043 - 3066: 6
5026 - 5025: 6
7810 - 3378: 6
1453 - 4417: 6
7342 - 9393: 6
1014 - 1013: 6
2806 - 2807: 6
6935 - 6936: 6
3108 - 3109: 6
6464 - 6465: 6
6118 - 8519: 6
3132 - 3131: 6
3648 - 6739: 6
2220 - 5289: 6
9337 - 6603: 6
7441 - 7686: 6
2086 - 784: 6
6808 - 2707: 6
1086 - 9313: 6
1808 - 6573: 6
3885 - 5888: 6
423 - 8866: 6
8761 - 8760: 6
469 - 9180: 6
2629 - 2628: 6
384 - 7843: 6
8565 - 4551: 6
4394 - 8231: 6
8313 - 8312: 6
6029 - 6031: 6
3572 - 7044: 6
2911 - 2910: 6
8719 - 9412: 6
4891 - 25: 6
6658 - 7306: 6
8850 - 6652: 6
7292 - 2195: 6
853 - 1992: 6
895 - 4665: 6
2757 - 2758: 6
6149 - 6150: 6
9319 - 5836: 6
1355 - 7453: 6
7953 - 9736: 6
3973 - 1447: 6
4415 - 7582: 6
7381 - 9219: 6
9300 - 6822: 6
9813 - 3677: 6
2992 - 7397: 6
1404 - 5606: 6
4588 - 4587: 6
9312 - 9313: 6
6323 - 6322: 6
9524 - 9525: 6
5591 - 9303: 6
4302 - 8503: 6
4686 - 8864: 6
5390 - 5389: 6
3393 - 8751: 6
6623 - 3310: 6
7496 - 7495: 6
1970 - 6486: 6
3041 - 9481: 6
5012 - 9512: 6
1368 - 1367: 6
5151 - 3796: 6
6644 - 6064: 6
9250 - 724: 6
7497 - 7498: 6
7108 - 9549: 6
2790 - 4141: 6
710 - 503: 6
2401 - 8851: 6
5460 - 3595: 6
3747 - 3746: 6
7635 - 378: 6
3392 - 2687: 6
9016 - 9017: 6
7979 - 2170: 6
2253 - 1676: 6
4379 - 6228: 6
9755 - 9756: 6
9915 - 7806: 6
6603 - 669: 6
7293 - 7833: 6
9294 - 9792: 6
7938 - 2246: 6
9329 - 2552: 6
7593 - 5460: 6
5252 - 5253: 6
8712 - 1650: 6
1104 - 5954: 6
9210 - 2455: 6
2013 - 7037: 6
2307 - 4327: 6
1769 - 6612: 6
9145 - 6986: 6
7306 - 4999: 6
2541 - 6692: 6
6345 - 3208: 6
7540 - 6741: 6
3131 - 5552: 6
312 - 2826: 6
4584 - 7045: 6
7310 - 3100: 6
7566 - 7567: 6
4500 - 559: 6
3631 - 736: 6
3846 - 7309: 6
5926 - 8674: 6
7410 - 7411: 6
5770 - 2803: 6
6924 - 5276: 6
2379 - 3670: 6
3661 - 4824: 6
6175 - 6349: 6
7338 - 7385: 6
8864 - 6013: 6
8036 - 2960: 6
1916 - 1917: 6
339 - 4980: 6
5545 - 5546: 6
7592 - 9719: 6
4197 - 4198: 6
1723 - 284: 6
5393 - 7399: 6
1887 - 1751: 6
6731 - 2573: 6
5695 - 1690: 6
2951 - 4604: 6
9461 - 5035: 6
5930 - 4465: 6
7504 - 7503: 6
5401 - 5400: 6
6410 - 114: 6
4982 - 2122: 6
8169 - 6158: 6
4889 - 6572: 6
4198 - 4199: 6
7363 - 7362: 6
797 - 2231: 6
7073 - 6349: 6
5835 - 8638: 6
8978 - 6056: 6
7650 - 637: 6
731 - 844: 6
8460 - 4608: 6
7704 - 7705: 6
286 - 98: 6
5341 - 9324: 6
2575 - 335: 6
2388 - 9434: 6
2201 - 9385: 6
5955 - 6387: 6
6595 - 6682: 6
3531 - 1694: 6
4200 - 9881: 6
1473 - 1474: 6
6773 - 7874: 6
8550 - 5357: 6
3094 - 6842: 6
6283 - 799: 6
6621 - 1156: 6
4204 - 8079: 6
1247 - 5608: 6
7635 - 7634: 6
6801 - 3514: 6
2137 - 2138: 6
4558 - 2436: 6
6344 - 6785: 6
8652 - 7629: 6
8540 - 8286: 6
1719 - 770: 6
8854 - 8853: 6
5911 - 5910: 6
7562 - 3811: 6
5193 - 5795: 6
5910 - 5909: 6
1080 - 4966: 6
8614 - 529: 6
2008 - 4741: 6
2370 - 9453: 6
462 - 4701: 6
6061 - 9150: 6
725 - 726: 6
8618 - 6409: 6
773 - 991: 6
7881 - 3076: 6
6861 - 9645: 6
389 - 222: 6
9483 - 8330: 6
9036 - 6151: 6
4083 - 8554: 6
1733 - 7577: 6
9544 - 8601: 6
4195 - 5561: 6
3807 - 5067: 6
4327 - 6899: 6
5431 - 5432: 6
7747 - 7425: 6
1249 - 3644: 6
7630 - 7629: 6
9940 - 9941: 6
920 - 9596: 6
7492 - 3983: 6
7976 - 7580: 6
4123 - 7813: 6
4486 - 4485: 6
505 - 506: 6
1213 - 4732: 6
752 - 751: 6
6898 - 1468: 6
2827 - 6192: 6
8662 - 3007: 6
7715 - 3472: 6
4435 - 7994: 6
1793 - 5283: 6
4325 - 4518: 6
3508 - 5284: 6
1173 - 7440: 6
9620 - 3790: 6
7432 - 7433: 6
6890 - 9466: 6
127 - 49: 6
543 - 2732: 6
8950 - 7996: 6
7463 - 7464: 6
4749 - 9069: 6
5929 - 2762: 6
7702 - 49: 6
4106 - 4107: 6
6910 - 4975: 6
5154 - 5140: 6
6729 - 4257: 6
4902 - 4401: 6
4911 - 5577: 6
2797 - 419: 6
2862 - 9467: 6
7563 - 9570: 6
3567 - 3566: 6
6393 - 705: 6
8926 - 8925: 6
4585 - 4586: 6
7437 - 5290: 6
7556 - 1818: 6
4718 - 7350: 6
9405 - 4466: 6
7321 - 7322: 6
1915 - 5543: 6
8102 - 8540: 6
4978 - 5878: 6
484 - 9604: 6
7818 - 8410: 6
4727 - 4726: 6
7455 - 7454: 6
7062 - 9233: 6
9350 - 9349: 6
2632 - 2391: 6
3662 - 773: 6
2228 - 8810: 6
8926 - 8321: 6
1759 - 4137: 6
6579 - 6578: 6
7696 - 1030: 6
6816 - 6817: 6
3379 - 3172: 6
1047 - 412: 6
5414 - 1921: 6
8637 - 168: 6
1738 - 3370: 6
8203 - 2906: 6
9720 - 4154: 6
4058 - 4057: 7
8740 - 1532: 7
4188 - 4187: 7
8462 - 8461: 7
3182 - 9309: 7
4188 - 4189: 7
4104 - 4105: 7
9437 - 7582: 7
9394 - 9393: 7
4148 - 4147: 7
4282 - 7218: 7
8278 - 1137: 7
4556 - 8663: 7
6330 - 6380: 7
487 - 488: 7
1234 - 9342: 7
4921 - 1065: 7
7269 - 2165: 7
6692 - 7949: 7
4369 - 4370: 7
4849 - 1155: 7
2336 - 2961: 7
7907 - 3142: 7
7936 - 3225: 7
3781 - 3628: 7
6681 - 7729: 7
1673 - 2994: 7
2255 - 5634: 7
8309 - 8310: 7
6803 - 3572: 7
3047 - 6587: 7
387 - 388: 7
3411 - 6540: 7
7036 - 7241: 7
844 - 4503: 7
5522 - 6634: 7
7230 - 4772: 7
7046 - 2255: 7
4956 - 5472: 7
9141 - 5605: 7
6003 - 290: 7
9472 - 8097: 7
5139 - 295: 7
7924 - 9292: 7
6232 - 323: 7
3847 - 1439: 7
5586 - 2064: 7
7578 - 390: 7
8896 - 8812: 7
4424 - 4423: 7
7962 - 9908: 7
9364 - 4933: 7
4816 - 8761: 7
1597 - 9708: 7
542 - 3050: 7
3367 - 3177: 7
9328 - 6360: 7
2928 - 1940: 7
9358 - 5424: 7
881 - 9507: 7
2478 - 1263: 7
948 - 1540: 7
795 - 5245: 7
5890 - 5926: 7
5522 - 5681: 7
3709 - 3196: 7
2883 - 2884: 7
1033 - 2119: 7
4149 - 168: 7
7878 - 8856: 7
2008 - 2664: 7
2057 - 2182: 7
7326 - 2438: 7
8365 - 8366: 7
3807 - 3779: 7
8374 - 8375: 7
4907 - 4906: 7
7991 - 5421: 7
2009 - 40: 7
2049 - 5692: 7
8374 - 8738: 7
9590 - 3473: 7
9655 - 2719: 7
7491 - 7281: 7
816 - 817: 7
2774 - 16: 7
8818 - 7287: 7
1239 - 4122: 7
3495 - 2447: 7
2796 - 5026: 7
999 - 52: 7
3780 - 1682: 7
8218 - 4217: 7
3097 - 9441: 7
3927 - 519: 7
3291 - 3292: 7
8683 - 9837: 7
2690 - 8815: 7
3412 - 4791: 7
8754 - 8753: 7
245 - 246: 7
9482 - 1832: 7
8332 - 5289: 7
2480 - 4406: 7
6529 - 6532: 7
9896 - 9895: 7
1790 - 326: 7
5366 - 5365: 7
9022 - 9023: 7
5899 - 322: 7
6049 - 3554: 7
3412 - 7710: 7
9607 - 5136: 7
9152 - 2314: 7
3689 - 3690: 7
9068 - 9069: 7
6263 - 8033: 7
5713 - 5714: 7
204 - 203: 7
5801 - 5234: 7
1535 - 6876: 7
2831 - 5573: 7
8710 - 8709: 7
9334 - 2477: 7
4355 - 6864: 7
1552 - 132: 7
3634 - 3635: 7
2486 - 4349: 7
4758 - 4757: 7
6495 - 6496: 7
1836 - 615: 7
654 - 4386: 7
3901 - 4858: 7
3215 - 1096: 7
7064 - 6147: 7
8786 - 5546: 7
9929 - 9930: 7
5073 - 3186: 7
105 - 868: 7
9707 - 7719: 7
6029 - 784: 7
4935 - 9817: 7
6847 - 6846: 7
6760 - 315: 7
2501 - 6052: 7
7793 - 6485: 7
9935 - 9934: 7
4904 - 9574: 7
3736 - 2776: 7
1248 - 5338: 7
8773 - 8774: 7
9081 - 8834: 7
2221 - 167: 7
210 - 9078: 7
5511 - 2543: 7
6885 - 6886: 7
7637 - 1196: 7
4725 - 4724: 7
5991 - 7626: 7
279 - 9779: 7
1494 - 3957: 7
7569 - 2564: 7
3242 - 3766: 7
2967 - 5576: 7
6873 - 6874: 7
1859 - 5076: 7
3515 - 4047: 7
6874 - 6875: 7
9626 - 5026: 7
6405 - 8010: 7
3980 - 3979: 7
