Arestas na MST:
55 - 3008: 4
4432 - 9112: 4
3162 - 8289: 4
9175 - 9176: 4
6033 - 8439: 4
1656 - 1095: 4
5198 - 9685: 4
6238 - 8209: 4
5866 - 4795: 4
2147 - 3119: 4
821 - 6248: 4
7601 - 3768: 4
9346 - 4718: 4
1408 - 9494: 4
64 - 250: 4
8213 - 9224: 4
7782 - 7783: 4
1435 - 6119: 4
406 - 407: 4
561 - 9874: 4
1482 - 981: 4
8720 - 1329: 4
7815 - 1119: 4
4549 - 2104: 4
1169 - 1170: 4
9884 - 6389: 4
8164 - 4859: 4
8221 - 8222: 4
1222 - 8583: 4
3570 - 3571: 4
8714 - 8715: 4
734 - 5517: 4
346 - 1457: 4
371 - 3421: 4
1396 - 5160: 4
7479 - 7418: 4
3785 - 3465: 4
7270 - 4406: 4
9525 - 8098: 4
6593 - 9235: 4
6951 - 6952: 4
2673 - 2674: 4
3915 - 225: 4
3299 - 3726: 4
1471 - 2870: 4
2086 - 2087: 4
6728 - 6729: 4
1510 - 1511: 4
223 - 881: 4
1505 - 1506: 4
183 - 8599: 4
4432 - 8842: 4
7689 - 6640: 4
5877 - 5878: 4
3632 - 3633: 4
8715 - 9252: 4
1016 - 197: 4
2697 - 6916: 4
5206 - 3403: 4
6159 - 1922: 4
6951 - 2021: 4
5428 - 5429: 4
6822 - 3423: 4
2808 - 8566: 4
8141 - 6344: 4
9459 - 8194: 4
7929 - 7930: 4
4414 - 3797: 4
6133 - 5084: 4
2745 - 2746: 4
2044 - 2045: 4
728 - 1403: 4
9630 - 7286: 4
5701 - 1432: 4
29 - 1812: 4
1132 - 4426: 4
4061 - 5509: 4
1050 - 3310: 4
6105 - 3413: 4
4007 - 2769: 4
4866 - 1958: 4
5466 - 3097: 4
3595 - 1020: 4
2058 - 1392: 4
8233 - 8234: 4
8238 - 4311: 4
3186 - 3187: 4
976 - 977: 4
8817 - 8818: 4
840 - 2813: 4
1635 - 9168: 4
1075 - 1076: 4
9565 - 9566: 4
8363 - 7438: 4
8931 - 5015: 4
1681 - 2874: 4
9077 - 8132: 4
3904 - 286: 4
3964 - 4289: 4
9215 - 3047: 4
261 - 262: 4
9398 - 4339: 4
2319 - 5617: 4
7951 - 9117: 4
6245 - 9090: 4
2301 - 9488: 4
4594 - 990: 4
1742 - 1743: 4
2585 - 9220: 4
4295 - 3181: 4
3921 - 3784: 4
1792 - 1582: 4
3990 - 2671: 4
9209 - 3879: 4
6764 - 343: 4
8992 - 1204: 4
1695 - 4253: 4
7250 - 2571: 4
6119 - 1293: 4
3891 - 5881: 4
2654 - 6397: 4
4208 - 4365: 4
6278 - 7496: 4
2859 - 1281: 4
2715 - 7506: 4
2299 - 2605: 4
907 - 908: 4
700 - 3298: 4
291 - 6864: 4
7236 - 7237: 4
9940 - 1760: 4
7858 - 8409: 4
6273 - 7997: 4
1834 - 6996: 4
3862 - 6398: 4
7872 - 7873: 4
858 - 4802: 4
8166 - 8167: 4
2548 - 7859: 4
9175 - 2512: 4
3183 - 3184: 4
5537 - 5538: 4
1423 - 6616: 4
4483 - 7920: 4
4476 - 8780: 4
8167 - 9265: 4
8428 - 8429: 4
3871 - 3629: 4
8857 - 6674: 4
8422 - 8423: 4
2165 - 2674: 4
1684 - 1685: 4
814 - 815: 4
7808 - 3608: 4
2527 - 3137: 4
8693 - 1093: 4
1128 - 1129: 4
7910 - 1085: 4
4254 - 3070: 4
1514 - 9: 4
6802 - 287: 4
2074 - 7301: 4
7955 - 1825: 4
1196 - 1197: 4
9511 - 9512: 4
1537 - 294: 4
3822 - 9850: 4
7315 - 7316: 4
5721 - 5722: 4
9292 - 9293: 4
1312 - 7036: 4
1670 - 4719: 4
1908 - 8409: 4
3404 - 9394: 4
7073 - 7562: 4
1727 - 1728: 4
5268 - 9218: 4
9061 - 2016: 4
7098 - 909: 4
1127 - 9379: 4
3266 - 3267: 4
8662 - 367: 4
1717 - 1718: 4
6122 - 7219: 4
7264 - 7265: 4
3362 - 3363: 4
4204 - 34: 4
8845 - 8846: 4
3225 - 6648: 4
6664 - 2238: 4
8162 - 4054: 4
2946 - 2947: 4
5666 - 5577: 4
5873 - 5228: 4
2989 - 7451: 4
252 - 1474: 4
4231 - 1717: 4
1934 - 4365: 4
4441 - 4442: 4
1303 - 308: 4
6882 - 1605: 4
4794 - 5676: 4
1463 - 3688: 4
5270 - 1897: 4
1672 - 1036: 4
8789 - 2713: 4
8293 - 4701: 4
8127 - 4317: 4
7273 - 472: 4
2073 - 5780: 4
1392 - 1393: 4
5951 - 8341: 4
5900 - 9161: 4
3154 - 9075: 4
8445 - 9146: 4
3597 - 7378: 4
4968 - 4969: 4
6745 - 8852: 4
6441 - 2690: 4
2298 - 4444: 4
213 - 214: 4
9734 - 9735: 4
8340 - 8341: 4
8654 - 8655: 4
2163 - 2164: 4
1421 - 1422: 4
8948 - 7238: 4
7404 - 718: 4
407 - 1500: 4
7138 - 7139: 4
2297 - 2510: 4
8623 - 2429: 4
2958 - 6227: 4
4139 - 4140: 4
3618 - 8120: 4
9541 - 1840: 4
8951 - 4271: 4
6342 - 8335: 4
3779 - 3780: 4
2136 - 9747: 4
3014 - 1847: 4
1982 - 2977: 4
2342 - 2343: 4
6293 - 1146: 4
7776 - 1194: 4
2377 - 3035: 4
8876 - 1255: 4
3912 - 3913: 4
9105 - 7684: 4
9995 - 1184: 4
7496 - 3490: 4
7919 - 8885: 4
5032 - 5033: 4
9857 - 4506: 4
6892 - 4539: 4
9201 - 9202: 4
4821 - 5800: 4
1561 - 2475: 4
9869 - 9951: 4
597 - 598: 4
1098 - 6171: 4
3781 - 8341: 4
9473 - 3070: 4
7735 - 9083: 4
3919 - 3920: 4
5985 - 2318: 4
6311 - 6517: 4
5868 - 8398: 4
2856 - 5764: 4
725 - 4961: 4
9257 - 3438: 4
9422 - 9423: 4
2236 - 1790: 4
3730 - 3623: 4
8838 - 395: 4
4108 - 4109: 4
994 - 1619: 4
1692 - 817: 4
3352 - 4102: 4
5182 - 6000: 4
4128 - 4129: 4
1755 - 8737: 4
148 - 149: 4
5142 - 5143: 4
3120 - 9471: 4
8629 - 8630: 4
5201 - 6080: 4
745 - 3653: 4
7370 - 7371: 4
8030 - 2043: 4
9372 - 9373: 4
7085 - 2201: 4
4685 - 4686: 4
7846 - 2723: 4
3683 - 3684: 4
3092 - 9818: 4
738 - 1055: 4
4295 - 6198: 4
643 - 9506: 4
727 - 351: 4
7402 - 7403: 4
4736 - 841: 4
7510 - 5668: 4
838 - 839: 4
3079 - 6292: 4
1806 - 6437: 4
2121 - 2122: 4
4468 - 8093: 4
7476 - 7477: 4
8415 - 2082: 4
9498 - 8575: 4
2220 - 8401: 4
1702 - 6945: 4
7635 - 2795: 4
2315 - 2316: 4
1977 - 9183: 4
3048 - 7122: 4
8207 - 4729: 4
5240 - 4843: 4
9252 - 2553: 4
9060 - 7076: 4
2608 - 2609: 4
664 - 6114: 4
8384 - 9007: 4
5357 - 7621: 4
9813 - 5781: 4
9811 - 9812: 4
7498 - 9883: 4
3695 - 2329: 4
6759 - 6760: 4
5219 - 5220: 4
7074 - 1601: 4
4720 - 7289: 4
1020 - 1021: 4
8869 - 9829: 4
7482 - 3950: 4
5620 - 3281: 4
7887 - 2175: 4
6405 - 3806: 4
4368 - 5700: 4
2875 - 4412: 4
5183 - 5319: 4
7215 - 8927: 4
6162 - 3382: 4
3772 - 9076: 4
7614 - 9981: 4
1479 - 6427: 4
473 - 1833: 4
2249 - 6338: 4
8209 - 4837: 4
4155 - 4156: 4
5296 - 6175: 4
7869 - 5798: 4
4843 - 5228: 4
7632 - 7633: 4
8098 - 8099: 4
2496 - 8373: 4
4025 - 4026: 4
7959 - 9914: 4
9387 - 9388: 4
1448 - 1449: 4
6256 - 6257: 4
9303 - 9304: 5
7454 - 9647: 5
9970 - 4987: 5
7562 - 8819: 5
1808 - 8727: 5
7518 - 7519: 5
882 - 2694: 5
5206 - 4785: 5
3702 - 6023: 5
8152 - 8153: 5
5528 - 8904: 5
7084 - 7085: 5
853 - 854: 5
1809 - 8841: 5
8061 - 8062: 5
7855 - 7856: 5
9974 - 6166: 5
2494 - 2141: 5
138 - 139: 5
4454 - 4455: 5
4151 - 7985: 5
4385 - 1593: 5
4179 - 664: 5
9357 - 5442: 5
2051 - 488: 5
6362 - 4999: 5
2272 - 2273: 5
2707 - 7844: 5
6194 - 6195: 5
6498 - 6499: 5
542 - 6995: 5
9563 - 9564: 5
332 - 333: 5
7723 - 7461: 5
4706 - 6009: 5
6272 - 9498: 5
1565 - 7974: 5
6110 - 2697: 5
7233 - 7234: 5
3165 - 3017: 5
6104 - 6105: 5
4602 - 7438: 5
2245 - 81: 5
5827 - 6073: 5
6865 - 3077: 5
5896 - 574: 5
1071 - 1072: 5
2971 - 2972: 5
1178 - 3230: 5
9218 - 9219: 5
4896 - 5814: 5
4243 - 1190: 5
8660 - 2525: 5
8116 - 8560: 5
8820 - 1030: 5
7002 - 8280: 5
7092 - 4248: 5
3574 - 1314: 5
8866 - 4716: 5
2552 - 2553: 5
364 - 526: 5
6329 - 6330: 5
2350 - 7346: 5
7733 - 6440: 5
5803 - 5804: 5
186 - 524: 5
6272 - 6273: 5
6800 - 7493: 5
5209 - 3352: 5
4205 - 2605: 5
5640 - 1251: 5
4077 - 5939: 5
9514 - 3828: 5
4333 - 4334: 5
9765 - 5812: 5
2574 - 9049: 5
2777 - 2778: 5
5266 - 4803: 5
9050 - 6540: 5
5955 - 5956: 5
8706 - 2015: 5
1539 - 4412: 5
3565 - 6352: 5
191 - 192: 5
2683 - 2961: 5
1113 - 1114: 5
902 - 903: 5
6522 - 9985: 5
3288 - 2786: 5
3670 - 2784: 5
9860 - 4426: 5
2993 - 7105: 5
3770 - 2577: 5
7564 - 393: 5
528 - 906: 5
4970 - 2707: 5
5967 - 679: 5
1667 - 8784: 5
1079 - 981: 5
8640 - 1617: 5
3672 - 1595: 5
5725 - 8810: 5
4308 - 4309: 5
9804 - 8556: 5
1801 - 8408: 5
2233 - 3357: 5
2240 - 956: 5
4322 - 4323: 5
2873 - 4628: 5
5854 - 4486: 5
8156 - 999: 5
6379 - 8639: 5
3441 - 4449: 5
3938 - 5478: 5
9691 - 9692: 5
2888 - 2889: 5
3163 - 8928: 5
9778 - 9779: 5
9545 - 7336: 5
2208 - 6812: 5
9269 - 2516: 5
288 - 289: 5
3848 - 2071: 5
4158 - 3701: 5
4738 - 582: 5
5211 - 4581: 5
7016 - 1340: 5
8089 - 7701: 5
4046 - 3881: 5
113 - 4994: 5
6546 - 1290: 5
6856 - 7592: 5
301 - 2343: 5
4396 - 4397: 5
7021 - 3518: 5
8839 - 5656: 5
8483 - 8484: 5
2836 - 2837: 5
2199 - 3246: 5
8086 - 8087: 5
6657 - 1236: 5
4647 - 4913: 5
5961 - 5962: 5
4172 - 4007: 5
8881 - 6880: 5
9164 - 1749: 5
4086 - 7968: 5
2471 - 3048: 5
5757 - 5758: 5
8427 - 2871: 5
2833 - 2834: 5
2401 - 2402: 5
7543 - 9199: 5
7159 - 8679: 5
3992 - 6400: 5
6498 - 6376: 5
8613 - 2274: 5
7646 - 4090: 5
8609 - 4519: 5
6946 - 5641: 5
6646 - 7587: 5
1970 - 1971: 5
5731 - 5732: 5
8285 - 1928: 5
7766 - 6405: 5
8445 - 7664: 5
7780 - 7781: 5
205 - 502: 5
741 - 742: 5
3822 - 3823: 5
9546 - 1737: 5
1284 - 7647: 5
1674 - 3950: 5
4053 - 7038: 5
8709 - 5278: 5
5356 - 5357: 5
3456 - 2108: 5
8746 - 341: 5
1179 - 6904: 5
1599 - 1600: 5
306 - 124: 5
296 - 2164: 5
3049 - 5725: 5
395 - 1164: 5
2655 - 7506: 5
8262 - 8263: 5
393 - 394: 5
3569 - 6683: 5
7481 - 7482: 5
7205 - 7712: 5
3637 - 5008: 5
7997 - 1496: 5
8115 - 68: 5
7694 - 7695: 5
6787 - 6788: 5
1656 - 1657: 5
1350 - 1351: 5
9128 - 9129: 5
5028 - 5029: 5
8941 - 3705: 5
978 - 979: 5
8694 - 3290: 5
3898 - 3899: 5
9354 - 1906: 5
1968 - 842: 5
469 - 4875: 5
3428 - 6088: 5
3573 - 5952: 5
9870 - 801: 5
381 - 382: 5
6752 - 9594: 5
8096 - 5503: 5
7174 - 7863: 5
3585 - 9706: 5
4088 - 7315: 5
576 - 577: 5
496 - 7724: 5
4549 - 8156: 5
746 - 1812: 5
6156 - 170: 5
8215 - 8216: 5
8275 - 8276: 5
836 - 6835: 5
2869 - 8084: 5
1747 - 2994: 5
7665 - 8090: 5
3189 - 2557: 5
7645 - 9297: 5
7376 - 7806: 5
9795 - 7020: 5
5251 - 5252: 5
3132 - 9715: 5
2179 - 9480: 5
7537 - 5077: 5
5214 - 9748: 5
3681 - 3682: 5
5204 - 5205: 5
8235 - 8104: 5
8951 - 8952: 5
201 - 9677: 5
2141 - 7740: 5
4168 - 4169: 5
1795 - 512: 5
7844 - 4899: 5
4277 - 2097: 5
869 - 3791: 5
6371 - 9526: 5
1238 - 1838: 5
4321 - 8999: 5
5228 - 5229: 5
1486 - 1487: 5
4368 - 1890: 5
421 - 9403: 5
4382 - 2488: 5
786 - 787: 5
7255 - 5471: 5
3504 - 3505: 5
616 - 9333: 5
7597 - 7598: 5
3526 - 3798: 5
9360 - 2612: 5
3114 - 9909: 5
8627 - 8080: 5
5832 - 1445: 5
5537 - 3913: 5
3482 - 8516: 5
984 - 590: 5
8249 - 2787: 5
3712 - 3713: 5
7202 - 81: 5
3367 - 3368: 5
6521 - 6522: 5
3360 - 7911: 5
8381 - 8382: 5
9016 - 2750: 5
5290 - 5291: 5
5623 - 4761: 5
5538 - 7583: 5
3025 - 7681: 5
5243 - 3667: 5
9020 - 7605: 5
9262 - 9263: 5
1444 - 1445: 5
9868 - 7270: 5
1779 - 4842: 5
7512 - 7513: 5
1272 - 6239: 5
3910 - 7936: 5
388 - 389: 5
9353 - 9714: 5
2818 - 9253: 5
8250 - 9115: 5
3981 - 3982: 5
7261 - 7262: 5
8323 - 9823: 5
1899 - 9455: 5
4979 - 4980: 5
4923 - 4924: 5
4929 - 4930: 5
9957 - 848: 5
4983 - 4984: 5
1414 - 3113: 5
5031 - 311: 5
4297 - 6876: 5
3984 - 2580: 5
5873 - 1757: 5
1850 - 112: 5
7619 - 7620: 5
5846 - 7834: 5
6608 - 230: 5
8270 - 5047: 5
8555 - 3329: 5
8476 - 6832: 5
3120 - 2049: 5
7210 - 5062: 5
515 - 5480: 5
5938 - 151: 5
4801 - 4802: 5
1011 - 6425: 5
2746 - 7135: 5
54 - 9061: 5
6561 - 2236: 5
5666 - 8645: 5
1031 - 1032: 5
9378 - 82: 5
7532 - 1166: 5
1756 - 1757: 5
5579 - 4887: 5
3646 - 8966: 5
7821 - 7822: 5
3157 - 3158: 5
762 - 2190: 5
2239 - 8364: 5
9225 - 6422: 5
4457 - 4458: 5
5156 - 3661: 5
6417 - 1182: 5
290 - 3568: 5
9379 - 9380: 5
1124 - 1768: 5
431 - 315: 5
5426 - 2866: 5
9844 - 9845: 5
1337 - 1338: 5
171 - 172: 5
1388 - 987: 5
5544 - 7508: 5
3512 - 4399: 5
2599 - 4307: 5
3292 - 3293: 5
1890 - 6613: 5
8167 - 3204: 5
1082 - 9697: 5
2437 - 9208: 5
7471 - 6770: 5
1691 - 1692: 5
5114 - 4577: 5
6847 - 6031: 5
2235 - 3755: 5
3132 - 3133: 5
5058 - 3656: 5
3981 - 3581: 5
6702 - 1637: 5
6148 - 4592: 5
867 - 8744: 5
5764 - 8866: 5
6194 - 3511: 5
3282 - 3283: 5
3135 - 3136: 5
2996 - 937: 5
5795 - 5193: 6
2405 - 864: 6
7634 - 7635: 6
3066 - 3043: 6
5276 - 6924: 6
6553 - 8426: 6
8926 - 8321: 6
389 - 222: 6
2195 - 7292: 6
5910 - 5911: 6
6039 - 9019: 6
5836 - 9319: 6
731 - 844: 6
5573 - 8383: 6
7037 - 2013: 6
3425 - 9648: 6
6409 - 8618: 6
7342 - 9393: 6
9483 - 8330: 6
2803 - 2848: 6
7582 - 4415: 6
6149 - 6150: 6
6192 - 2827: 6
5909 - 5910: 6
7629 - 7630: 6
354 - 7078: 6
7350 - 4718: 6
705 - 6393: 6
7543 - 9689: 6
7410 - 7411: 6
4123 - 7813: 6
484 - 9604: 6
968 - 8052: 6
8020 - 8021: 6
9337 - 6603: 6
168 - 8637: 6
4869 - 4870: 6
991 - 773: 6
7362 - 7363: 6
9476 - 7081: 6
7306 - 6658: 6
1187 - 3423: 6
7454 - 7455: 6
7577 - 1733: 6
8913 - 3786: 6
710 - 503: 6
5703 - 7866: 6
4239 - 1932: 6
8835 - 6588: 6
9145 - 6986: 6
2826 - 312: 6
2906 - 8203: 6
8286 - 8540: 6
5220 - 6797: 6
6031 - 6029: 6
7747 - 7425: 6
9313 - 1086: 6
8013 - 8014: 6
2379 - 3670: 6
1169 - 1761: 6
4435 - 7994: 6
9512 - 5012: 6
2687 - 3392: 6
4726 - 4727: 6
25 - 4891: 6
2391 - 2632: 6
2345 - 5572: 6
1887 - 1751: 6
7704 - 7705: 6
1047 - 412: 6
7818 - 8410: 6
6111 - 6112: 6
3746 - 3747: 6
5025 - 5026: 6
8978 - 6056: 6
2027 - 2585: 6
5770 - 2803: 6
1723 - 284: 6
9016 - 9017: 6
9036 - 6151: 6
4106 - 4107: 6
6349 - 7073: 6
3644 - 1249: 6
9453 - 2370: 6
2401 - 8851: 6
7399 - 5393: 6
9915 - 7806: 6
6910 - 4975: 6
8638 - 8639: 6
6729 - 4257: 6
7696 - 1030: 6
7441 - 7686: 6
5395 - 5657: 6
8853 - 8854: 6
8760 - 8761: 6
7499 - 8106: 6
2942 - 2943: 6
9385 - 2201: 6
7636 - 4401: 6
5878 - 4978: 6
7085 - 3779: 6
2923 - 2924: 6
7526 - 2885: 6
9596 - 920: 6
1447 - 3973: 6
9349 - 9350: 6
5569 - 9594: 6
9524 - 9525: 6
8982 - 31: 6
9324 - 5341: 6
3041 - 9481: 6
7995 - 863: 6
9150 - 6061: 6
2592 - 4221: 6
6652 - 8850: 6
89 - 90: 6
9108 - 5687: 6
8614 - 529: 6
5431 - 5432: 6
8712 - 1650: 6
8460 - 4608: 6
6345 - 3208: 6
9405 - 4466: 6
168 - 397: 6
2549 - 1164: 6
2992 - 7397: 6
7566 - 7567: 6
9903 - 9555: 6
3310 - 3311: 6
2910 - 2911: 6
7907 - 9034: 6
7084 - 5723: 6
9466 - 6890: 6
3393 - 8751: 6
8674 - 5926: 6
5545 - 5546: 6
8795 - 8069: 6
8799 - 8800: 6
2076 - 3925: 6
3807 - 5067: 6
4154 - 9720: 6
9300 - 6822: 6
3147 - 3148: 6
4325 - 4518: 6
5577 - 4911: 6
797 - 2231: 6
8788 - 8789: 6
3086 - 3087: 6
3131 - 3132: 6
3125 - 3126: 6
1690 - 5695: 6
3095 - 3096: 6
5169 - 4265: 6
4665 - 895: 6
8036 - 2960: 6
3108 - 3109: 6
6417 - 2513: 6
4188 - 1628: 6
8102 - 8540: 6
7779 - 931: 6
6228 - 4379: 6
4200 - 9881: 6
7810 - 3378: 6
1738 - 3370: 6
4604 - 2951: 6
2997 - 2998: 6
1759 - 4137: 6
9708 - 2800: 6
1453 - 4417: 6
4980 - 339: 6
6387 - 5955: 6
4204 - 8079: 6
8866 - 423: 6
7432 - 7433: 6
6704 - 3403: 6
6349 - 6175: 6
7062 - 9233: 6
9722 - 1369: 6
1808 - 6573: 6
5252 - 5253: 6
1 - 8145: 6
6013 - 8864: 6
7437 - 5290: 6
725 - 726: 6
8925 - 8926: 6
3566 - 3567: 6
8519 - 6118: 6
1234 - 5332: 6
7791 - 1286: 6
9719 - 7592: 6
2170 - 7979: 6
5608 - 1247: 6
8652 - 7629: 6
7588 - 5344: 6
5807 - 5808: 6
7593 - 5460: 6
2455 - 9210: 6
127 - 49: 6
4755 - 4756: 6
8830 - 4240: 6
9645 - 6861: 6
6494 - 9065: 6
7580 - 7976: 6
751 - 752: 6
7702 - 49: 6
2628 - 2629: 6
9312 - 9313: 6
5929 - 2762: 6
6344 - 6785: 6
4327 - 6899: 6
6972 - 9599: 6
5888 - 3885: 6
3280 - 6201: 6
4966 - 1080: 6
7321 - 7322: 6
1173 - 7440: 6
7996 - 8950: 6
736 - 3631: 6
3100 - 7310: 6
2669 - 2670: 6
9620 - 3790: 6
5389 - 5390: 6
1915 - 5543: 6
9643 - 5173: 6
6644 - 6064: 6
6679 - 9322: 6
9303 - 5591: 6
3677 - 9813: 6
5097 - 2418: 6
5606 - 1404: 6
4810 - 7329: 6
4197 - 4198: 6
9544 - 8601: 6
4198 - 4199: 6
3397 - 3398: 6
1213 - 4732: 6
5400 - 5401: 6
5177 - 2845: 6
5035 - 9461: 6
4955 - 3857: 6
3386 - 3387: 6
9219 - 7381: 6
9813 - 3399: 6
1992 - 853: 6
386 - 5871: 6
5561 - 4195: 6
2757 - 2758: 6
9549 - 7108: 6
2797 - 419: 6
7873 - 8111: 6
7881 - 3076: 6
7833 - 7293: 6
9792 - 9294: 6
2246 - 7938: 6
784 - 2086: 6
5336 - 5337: 6
4902 - 4401: 6
1694 - 3531: 6
384 - 7843: 6
6692 - 2541: 6
2806 - 2807: 6
8554 - 4083: 6
2807 - 2808: 6
7492 - 3983: 6
1818 - 7556: 6
7306 - 4999: 6
1468 - 6898: 6
773 - 3662: 6
1133 - 1206: 6
5460 - 3595: 6
543 - 2732: 6
8122 - 8123: 6
105 - 3795: 6
9069 - 4749: 6
1013 - 1014: 6
8719 - 9412: 6
2205 - 2206: 6
7044 - 3572: 6
8810 - 2228: 6
505 - 506: 6
6935 - 6936: 6
7964 - 5897: 6
1769 - 6612: 6
7635 - 378: 6
8169 - 6158: 6
6741 - 7540: 6
1970 - 6486: 6
8503 - 4302: 6
1355 - 7453: 6
8466 - 9982: 6
5532 - 6296: 6
114 - 6410: 6
1921 - 7871: 6
2582 - 6793: 6
2790 - 4141: 6
6801 - 3514: 6
8638 - 5835: 6
7503 - 7504: 6
7953 - 9736: 6
7497 - 7498: 6
4327 - 2307: 6
8864 - 4686: 6
7463 - 7464: 6
7562 - 3811: 6
6341 - 4769: 6
8312 - 8313: 6
1397 - 4082: 6
5154 - 5140: 6
6595 - 6682: 6
2575 - 335: 6
4585 - 4586: 6
7715 - 3472: 6
6739 - 3648: 6
2137 - 2138: 6
6816 - 6817: 6
9859 - 2811: 6
7385 - 7338: 6
554 - 6912: 6
9434 - 2388: 6
1793 - 5283: 6
5552 - 3131: 6
8231 - 4394: 6
2707 - 6808: 6
4584 - 7045: 6
8528 - 8529: 6
8986 - 4033: 6
4304 - 5773: 6
8530 - 8531: 6
6603 - 669: 6
724 - 9250: 6
2100 - 2008: 6
5930 - 4465: 6
2122 - 4982: 6
1367 - 1368: 6
6987 - 6988: 6
4619 - 6055: 6
7495 - 7496: 6
4701 - 462: 6
1156 - 3321: 6
4889 - 6572: 6
6773 - 7874: 6
4587 - 4588: 6
7052 - 7053: 6
5414 - 1921: 6
4261 - 694: 6
6731 - 2573: 6
6447 - 6448: 6
6578 - 6579: 6
9940 - 9941: 6
5151 - 3796: 6
2220 - 5289: 6
1719 - 770: 6
2862 - 9467: 6
3661 - 4824: 6
1336 - 7840: 6
5954 - 1104: 6
6322 - 6323: 6
2950 - 5589: 6
9329 - 2552: 6
9755 - 9756: 6
5125 - 1964: 6
469 - 9180: 6
6621 - 1156: 6
4741 - 2008: 6
1568 - 6802: 6
5357 - 8550: 6
9756 - 1054: 6
6464 - 6465: 6
1676 - 2253: 6
8134 - 8135: 6
4485 - 4486: 6
559 - 4500: 6
3007 - 8662: 6
4304 - 4435: 6
1916 - 1917: 6
2075 - 7401: 6
3508 - 5284: 6
1473 - 1474: 6
6474 - 6475: 6
7309 - 3846: 6
938 - 5532: 6
6623 - 3310: 6
3094 - 6842: 6
7650 - 637: 6
6283 - 799: 6
8462 - 8463: 6
7563 - 9570: 6
3172 - 3379: 6
4551 - 8565: 6
4558 - 2436: 6
526 - 7267: 6
286 - 98: 6
289 - 1435: 7
5082 - 5083: 7
2221 - 167: 7
6430 - 6431: 7
3194 - 4016: 7
5824 - 5825: 7
6717 - 235: 7
1915 - 1916: 7
1597 - 9708: 7
5648 - 4820: 7
7827 - 8085: 7
3766 - 3242: 7
9908 - 7962: 7
487 - 488: 7
5907 - 670: 7
2647 - 2264: 7
1033 - 2119: 7
4406 - 2480: 7
7793 - 6485: 7
5575 - 5576: 7
6728 - 1410: 7
5999 - 5741: 7
9934 - 9935: 7
1790 - 326: 7
8546 - 2869: 7
1395 - 5181: 7
7220 - 7221: 7
75 - 76: 7
1806 - 1807: 7
2598 - 2826: 7
2055 - 485: 7
9596 - 2401: 7
715 - 3776: 7
8665 - 498: 7
7581 - 8209: 7
8812 - 8896: 7
8430 - 7490: 7
615 - 1836: 7
3225 - 7936: 7
4328 - 700: 7
7491 - 7281: 7
3861 - 1081: 7
8033 - 6263: 7
6102 - 3373: 7
8773 - 8774: 7
1065 - 4921: 7
5338 - 1248: 7
4457 - 3907: 7
4122 - 1239: 7
8709 - 8710: 7
3763 - 5897: 7
5224 - 5225: 7
5136 - 9607: 7
6532 - 6529: 7
6620 - 9034: 7
1832 - 9482: 7
8190 - 8408: 7
2640 - 2641: 7
203 - 204: 7
9441 - 3097: 7
1234 - 9342: 7
8663 - 4556: 7
7750 - 5047: 7
5872 - 5873: 7
8738 - 8374: 7
9590 - 3473: 7
16 - 2774: 7
110 - 1429: 7
2074 - 2075: 7
3670 - 979: 7
3826 - 3827: 7
654 - 4386: 7
9236 - 9237: 7
1293 - 3573: 7
784 - 6029: 7
8740 - 1532: 7
5522 - 6634: 7
7126 - 6688: 7
7603 - 5606: 7
1729 - 3593: 7
5461 - 8615: 7
80 - 8151: 7
234 - 3184: 7
4441 - 8920: 7
2076 - 2077: 7
5472 - 4956: 7
2321 - 7977: 7
7526 - 4149: 7
2078 - 2079: 7
7402 - 5042: 7
5291 - 5292: 7
5122 - 7053: 7
7920 - 6341: 7
5744 - 7157: 7
6753 - 6754: 7
850 - 9063: 7
9627 - 3697: 7
8678 - 5812: 7
1707 - 691: 7
8374 - 8375: 7
8278 - 1137: 7
7863 - 7864: 7
2193 - 383: 7
8925 - 3459: 7
4147 - 4148: 7
9288 - 509: 7
6468 - 2809: 7
6049 - 3554: 7
6508 - 1131: 7
163 - 8163: 7
5747 - 5748: 7
6653 - 4461: 7
280 - 281: 7
8753 - 8754: 7
6364 - 6365: 7
5285 - 2284: 7
594 - 6418: 7
6587 - 3047: 7
7719 - 9707: 7
8100 - 6666: 7
2994 - 1673: 7
7907 - 3142: 7
2690 - 8815: 7
8792 - 9897: 7
3736 - 2776: 7
6849 - 7016: 7
7241 - 7036: 7
9929 - 9930: 7
7388 - 1043: 7
2607 - 9347: 7
6295 - 923: 7
1498 - 1499: 7
3050 - 542: 7
9924 - 2609: 7
9841 - 9842: 7
2197 - 1087: 7
4612 - 4613: 7
1249 - 5998: 7
2102 - 2389: 7
6495 - 6496: 7
4854 - 4855: 7
2883 - 2884: 7
7953 - 5004: 7
5586 - 2064: 7
4692 - 999: 7
4020 - 9575: 7
7218 - 4282: 7
5289 - 8332: 7
207 - 2288: 7
7947 - 6965: 7
4629 - 8984: 7
842 - 8685: 7
844 - 4503: 7
9626 - 6373: 7
8502 - 8935: 7
6220 - 9892: 7
1430 - 1575: 7
8457 - 3969: 7
4757 - 4758: 7
365 - 4148: 7
9574 - 4904: 7
3026 - 274: 7
7441 - 7442: 7
9078 - 210: 7
7626 - 5991: 7
5681 - 5522: 7
2008 - 2664: 7
8461 - 8462: 7
3002 - 9089: 7
3548 - 9534: 7
387 - 388: 7
